Time,PRECIP,PET_Pristley-Taylor(mm),runoff,srad(W/m2),tmax(C),tmin(C),vp(Pa)
1986-10-12,0,1.731341123,0.3964,280.72,19,10.26,1261
1986-10-13,17.59,1.607599457,0.4248,153.57,18.77,12.8,1463.64
1986-10-14,37.13,1.847529729,0.9628,199.42,22.36,13.92,1593.53
1986-10-15,0,1.640968295,1.4725,351.34,18.5,5.93,920
1986-10-16,0,1.487274153,1.4442,352.76,16,3.43,794.47
1986-10-17,0,1.449923395,1.0194,362.22,15.98,2.32,720
1986-10-18,0,1.379379363,0.7929,305.75,14.77,4.94,875.15
1986-10-19,0,1.391369207,0.7079,356.72,16,2.21,718.32
1986-10-20,0,1.434338517,0.623,362.65,18,2.77,741.21
1986-10-21,0,1.435058497,0.5663,368.81,19.52,2.19,720
1986-10-22,0,1.541388237,0.5663,329.11,21.02,7.55,1043.67
1986-10-23,0,1.644936317,0.5663,322.83,23.74,9.9,1231.84
1986-10-24,0,1.453581689,0.538,295.08,20.01,8.5,1120
1986-10-25,0,1.246961318,0.538,298.48,15.98,4.37,829.75
1986-10-26,19.97,1.277332614,0.6796,139.08,17.49,11.07,1325.75
1986-10-27,3.56,1.241818898,0.8212,110.92,17.94,12.89,1471.45
1986-10-28,0.56,1.334576591,0.7929,251.08,19.5,9.94,1235.4
1986-10-29,0,1.257527707,0.7079,307.69,19.5,5.84,920
1986-10-30,0,1.27521844,0.623,269.33,19.59,8.55,1124.07
1986-10-31,0,1.057698974,0.5947,286.16,15,3.1,767.96
1986-11-1,0,1.083794193,0.5947,316.92,18.25,2.66,738.14
1986-11-2,4.55,1.142547901,0.623,176.43,17.75,8.2,1096.22
1986-11-3,0,0.979948824,0.6796,283,15.07,2.48,730.79
1986-11-4,4.45,0.978945542,0.623,159.87,14.13,5.67,920
1986-11-5,19.12,0.929781636,0.7079,168.34,13.37,4.31,825.02
1986-11-6,13.61,0.940452102,0.9628,157.84,14.08,5.69,919.36
1986-11-7,0,0.893553249,1.0194,236.3,13.63,3.97,807.87
1986-11-8,8.8,1.059779871,0.9061,129.64,18.4,11.52,1361.2
1986-11-9,3.63,1.190752466,0.8495,178.94,23.36,12.33,1426.54
1986-11-10,0,0.864658359,0.7929,252.34,15.38,4.11,808.88
1986-11-11,12.05,0.74461325,0.7929,149.66,10.08,2.11,719.36
1986-11-12,0,0.746212069,0.8495,188.3,10.5,2.96,756.53
1986-11-13,0,0.649344118,0.8212,231.92,8.44,-1.45,559.9
1986-11-14,0,0.514251614,0.7362,251.84,3.5,-7.56,352.44
1986-11-15,0.05,0.553166078,0.7079,247.95,6.04,-4.97,427.71
1986-11-16,0,0.692505813,0.6796,214.46,11.5,2.32,720
1986-11-17,0,0.760195478,0.6513,209.45,14.6,5.42,913.35
1986-11-18,0,0.69085786,0.623,237.13,14,2.99,759.15
1986-11-19,13.78,0.606673206,0.9628,191.59,12.5,0,600
1986-11-20,14.59,0.508170983,1.1893,212.87,12.99,-3.58,472.9
1986-11-21,9.36,0.622383226,1.3026,175.93,12.94,1.98,718.11
1986-11-22,0,0.535175018,1.3875,237.88,9.5,-1.5,560
1986-11-23,0,0.499362294,1.1893,268.99,12.88,-2.07,520
1986-11-24,6.86,0.650711756,1.0194,120.32,12,5.32,905.88
1986-11-25,0,0.531090833,1.0194,229.3,11,0.05,611.16
1986-11-26,17,0.501782499,1.0194,197.24,16.58,0.74,640
1986-11-27,0,0.632952232,1.2459,215.13,16.5,5.6,915.42
1986-11-28,0,0.50415267,1.3309,223.42,11.5,0.35,627.71
1986-11-29,0,0.480283745,1.161,243.6,14.03,0.48,636.91
1986-11-30,0,0.486904786,1.0477,209.79,10.5,0.23,618.39
1986-12-1,0,0.447329927,0.9628,196.77,7.3,-1.81,536.07
1986-12-2,17.79,0.538868406,1.161,151.06,13.54,3.63,792.56
1986-12-3,17.31,0.657000463,1.9255,111.85,15.66,8.8,1143.95
1986-12-4,0,0.476303605,2.4069,201.8,11,1.23,658.67
1986-12-5,0,0.418183312,1.9255,186.88,6.45,-2.16,520
1986-12-6,0,0.338039943,1.4725,230.37,6,-6.09,392.49
1986-12-7,0,0.362065468,1.2743,229.67,8.93,-3.48,480
1986-12-8,0,0.533756943,1.1327,119.09,9.9,4.55,844.19
1986-12-9,28.1,0.564044303,1.3026,105.35,12.8,6.32,945.88
1986-12-10,9.17,0.56730494,2.2653,128.05,15.2,6.93,994.32
1986-12-11,15.5,0.437966847,2.5202,132.9,8.96,0.63,640
1986-12-12,0,0.45316414,2.6901,79.81,3.93,0.61,639.37
1986-12-13,0,0.34865647,2.4919,171.66,2.5,-5.17,426.06
1986-12-14,0,0.249209751,1.9255,243.77,3.29,-10.66,280
1986-12-15,0,0.32896803,1.5574,225.13,8.44,-3.74,460.6
1986-12-16,0,0.305635306,1.3875,235.16,9.5,-4.13,440
1986-12-17,0,0.430670744,1.3026,174.63,9.48,1.09,651.48
1986-12-18,26.45,0.462849086,1.4442,120.82,10.17,2.64,731.34
1986-12-19,0,0.427737048,2.4636,176.57,9.35,1,640
1986-12-20,0,0.381240961,2.5485,187.94,7,-1.76,538.9
1986-12-21,0,0.374818254,2.0388,180.4,5.68,-2.5,520
1986-12-22,0,0.300097845,1.6424,226.94,5.52,-6.26,379.22
1986-12-23,0,0.305304038,1.4158,235.46,8.23,-4.72,440
1986-12-24,0,0.325379435,1.4158,236.94,11.45,-2.25,518.88
1986-12-25,29.59,0.53786385,3.398,116.5,13.26,6.16,932.87
1986-12-26,0,0.41257081,4.3891,189.07,8.5,-0.17,600
1986-12-27,0,0.361215009,3.5679,209.13,6.77,-3.16,480
1986-12-28,0,0.416790556,2.7467,146.71,4.91,-1.13,560
1986-12-29,0,0.329208753,2.1521,226.09,5.5,-5.5,400
1986-12-30,0.05,0.394372931,1.8406,196.3,6.63,-2.09,520
1986-12-31,0,0.412601549,1.6707,185.35,6.48,-1.44,560
1987-1-1,17.49,0.407357863,1.5857,143.39,5.65,-2.08,520.25
1987-1-2,18.73,0.464396488,3.4263,92.91,5.17,0.62,638.51
1987-1-3,0,0.460159843,4.3608,152.82,6.03,0.24,619.22
1987-1-4,0,0.384204486,3.7095,213.51,4.76,-4.18,440
1987-1-5,0,0.374757968,2.9733,218.21,4.03,-5.14,428.72
1987-1-6,0,0.361123886,2.3786,249.04,6.38,-5.59,400.47
1987-1-7,0,0.494002638,1.9539,190.64,8.68,1.11,653.43
1987-1-8,0,0.447741423,1.7556,205.26,6.5,-1.77,538.62
1987-1-9,0,0.434178925,1.6141,202.77,4.96,-3,480
1987-1-10,14.14,0.465201961,1.7273,163.36,7.38,-1.52,558.32
1987-1-11,0,0.520574448,2.2653,146.63,6.5,1.21,656.67
1987-1-12,0,0.506335686,2.2087,142.39,5.23,0.19,615.44
1987-1-13,0,0.530656971,1.8972,181.89,7.49,0.74,640
1987-1-14,0,0.453352273,1.6707,274.08,11.62,-3.08,480
1987-1-15,0,0.659186109,1.5574,202.98,13.5,5.51,914.21
1987-1-16,0,0.578083564,1.5008,240.45,11.5,1.34,667.26
1987-1-17,0,0.46861209,1.4158,223.44,3.84,-4.62,440
1987-1-18,17.79,0.497737678,1.5574,181.94,5.92,-3.77,458.67
1987-1-19,29.41,0.55649469,2.86,75.59,4.5,1.23,658.38
1987-1-20,0,0.543326554,4.4741,114.99,3.65,-0.05,600
1987-1-21,0,0.556335552,4.1343,178.02,4.86,-1.17,560
1987-1-22,18.45,0.54065369,3.483,122.86,3.4,-2,520
1987-1-23,0,0.48988882,3.3697,235.89,1.99,-6.5,360
1987-1-24,0,0.407379752,2.9166,265.23,-2.19,-12.26,240
1987-1-25,6,0.37288807,2.4636,214.05,-5.09,-14.3,200
1987-1-26,28.71,0.441380692,1.7556,172.09,-2.75,-9.24,301.01
1987-1-27,0,0.389966633,1.6424,351.29,-3.02,-16.8,160
1987-1-28,0,0.386200136,1.6424,371.9,-1.5,-19.83,120
1987-1-29,0,0.495549512,1.6424,366.03,3,-12.95,232.59
1987-1-30,1.94,0.634055012,1.7556,296.75,5.23,-3.93,449.65
1987-1-31,0,0.625214369,1.8123,199.49,3.31,-1.98,521.35
1987-2-1,0,0.617758577,1.7273,295.84,3.33,-5.51,400
1987-2-2,1,0.767664274,1.7556,311.91,9,-0.98,561.52
1987-2-3,0,0.774772834,1.9822,362.01,10.75,-3.49,480
1987-2-4,0,0.774976568,2.2937,276.56,7.5,-0.55,596.2
1987-2-5,0,0.687916909,2.2937,305.43,4,-5,440
1987-2-6,0,0.774708123,2.0954,363.68,8,-5.09,432.9
1987-2-7,0,0.855471602,1.9255,361.39,10.06,-2.9,493.39
1987-2-8,2.87,0.804978342,1.8972,281.95,7.5,-5,440
1987-2-9,13.71,0.744753315,2.0954,238.94,4.01,-5.5,400
1987-2-10,0,0.720023189,2.1804,346.39,2.9,-8.06,320.25
1987-2-11,0,0.805290668,2.2087,344.01,5.23,-5.7,400
1987-2-12,3.23,0.80856815,2.0388,264.79,4.86,-6.5,360
1987-2-13,0,0.767168277,2.0105,238.09,2.74,-3.5,480
1987-2-14,0,0.702005357,1.9255,312.21,-0.02,-8.67,320
1987-2-15,0,0.649868255,1.7556,315.63,-2.24,-10.82,275.55
1987-2-16,0,0.665941699,1.5574,375.91,-1.91,-13.32,214.65
1987-2-17,0,0.823895745,1.4725,321.81,2.48,-6.29,378.38
1987-2-18,0,0.902047419,1.4442,272.59,4.5,-2.6,512.28
1987-2-19,0,0.924910402,1.4442,363.71,4.49,-6.26,379.22
1987-2-20,0,0.944174208,1.4158,362.74,4.51,-6.18,385.88
1987-2-21,0,0.998729088,1.4158,325.22,5.5,-3.56,475.03
1987-2-22,4.77,1.076947712,1.4158,297.97,7.12,-5.58,400
1987-2-23,22.97,1.004634843,1.5574,177.16,5.5,-0.5,600
1987-2-24,0,1.078318252,1.9822,308.18,6.25,-1.91,529.43
1987-2-25,0,1.057004879,2.237,358.13,5,-4.98,430.4
1987-2-26,0,1.102138107,2.1238,382.99,5.58,-5.35,412.28
1987-2-27,0,1.05916075,1.9822,314.08,4.5,-3.31,479.36
1987-2-28,5,1.216915531,1.8689,304.22,7.25,-4.2,440
1987-3-1,17.83,1.407171404,3.2848,217.46,11.99,4.89,871.34
1987-3-2,0,1.393408217,5.5501,304.87,11,3.5,800
1987-3-3,0,1.451491434,4.7855,414.28,10.71,-1.16,560
1987-3-4,0,1.257825809,3.936,372.39,6.48,-3.02,480
1987-3-5,0,1.259939029,3.1998,404.93,5.9,-4.72,440
1987-3-6,0,1.488177075,2.6335,471.57,10,-5.6,400
1987-3-7,0,2.067911974,2.2653,461.72,20.3,1.13,650.57
1987-3-8,0,2.302143495,2.0671,426.42,23,5.51,918.82
1987-3-9,4.4,2.009470023,2.0105,295.88,17.58,4.09,806.98
1987-3-10,0,1.449809614,2.1521,413.34,7.26,-6.27,378.14
1987-3-11,0,1.210831382,1.9822,363.13,2.5,-7.78,337.3
1987-3-12,7.74,1.123000262,1.8406,144.18,3,-1.66,547.2
1987-3-13,4.06,1.173541409,2.0954,142.59,4,-0.51,599.41
1987-3-14,0,1.565701438,2.2937,378.89,8,-2.57,514.47
1987-3-15,0,1.423260025,2.1521,300.48,6.13,-1.37,560
1987-3-16,0,1.566900492,1.9539,363.53,7.46,-2.26,520
1987-3-17,0,1.742205898,1.7556,410.85,9.5,-2.56,515.03
1987-3-18,0,1.973451821,1.6141,440.44,12.5,-1.75,540.33
1987-3-19,0,1.987125697,1.5291,444.71,12.25,-2.28,520
1987-3-20,0,2.066760034,1.4725,444.96,13,-1.67,546.16
1987-3-21,1,1.92868605,1.4442,407.37,10.88,-1.03,560
1987-3-22,0.42,1.931083423,1.4442,360.43,11.23,1.5,680
1987-3-23,0,2.329767681,1.4158,450.19,15.44,0.5,640
1987-3-24,0,2.520722431,1.3875,484.65,17.55,-1.5,560
1987-3-25,0,2.584605252,1.3309,474.81,17.87,0,600
1987-3-26,0,2.732745879,1.3026,400.37,20,7.37,1029.27
1987-3-27,4.17,2.725048968,1.2743,333.86,19,4.38,830.46
1987-3-28,18.51,2.529155878,1.5291,255.48,17.75,8,1080
1987-3-29,0,2.628008046,2.0105,404.51,17.44,5,880
1987-3-30,15.8,2.361776329,2.0105,226.71,15.72,7.5,1040
1987-3-31,22.44,2.482861736,2.7467,277.38,15.5,4.92,873.63
1987-4-1,0,2.12901791,3.6812,399.69,9.96,-1.5,560
1987-4-2,0,2.381546637,3.1149,423.91,12.66,-0.01,600.97
1987-4-3,4.91,2.393097258,2.5202,270.68,13.52,3.5,800
1987-4-4,39.89,2.296227227,3.1715,210.71,13.84,6.48,958.32
1987-4-5,11.24,2.170812349,4.3325,251.93,10.61,1.92,713.87
1987-4-6,5.39,2.02265591,4.2475,250.19,8.5,0.25,619.78
1987-4-7,0,2.475973114,3.8511,431.02,12.53,0.76,640
1987-4-8,0,2.916512812,3.2848,445.56,17.24,4.47,837.46
1987-4-9,0,2.81214422,2.8034,436.02,15.94,3.89,800
1987-4-10,0,3.300306554,2.3503,504.32,19.9,2.79,743.09
1987-4-11,0,3.489383186,2.0388,488.09,21.69,5.37,909.57
1987-4-12,4.49,3.243189809,1.8406,337.32,19.35,5.68,920
1987-4-13,0,2.65830517,1.8689,329.94,15.01,6.5,960
1987-4-14,0,2.948743821,1.8406,470.07,15.27,1,640
1987-4-15,0,2.592317653,1.699,324.95,13.76,5.43,914.45
1987-4-16,8.13,1.874488456,1.6141,117.01,10.01,6.43,954.47
1987-4-17,15.09,2.569803326,2.2087,216.19,14.38,7.41,1032.5
1987-4-18,0,3.052422325,2.9166,342.93,18.5,9.9,1231.79
1987-4-19,0,3.038683741,2.7184,331.04,18.6,10.5,1280
1987-4-20,3.98,2.842891442,2.3786,208.17,17.98,11.48,1358.24
1987-4-21,0,3.026088107,2.1238,306.03,19.04,11.82,1385.2
1987-4-22,0,3.791322724,1.9255,470.85,22.3,8.99,1159.51
1987-4-23,0,2.851022043,1.7273,366.77,15,6.65,972.12
1987-4-24,11.54,2.679191172,1.699,226.83,14.92,8.5,1120
1987-4-25,6,2.481373234,1.8972,222.44,12.56,6.5,960
1987-4-26,0,2.85672756,1.9539,424.29,13.54,4.2,816.07
1987-4-27,0,3.097292143,1.699,480.26,14.64,3.11,768.87
1987-4-28,4.73,2.670487452,1.6141,270.36,12.72,5.35,908.27
1987-4-29,0,3.624370869,1.6424,526.02,18.4,3.95,800.09
1987-4-30,0,3.597481061,1.5291,463.06,19.5,8.3,1103.91
1987-5-1,0,3.647633469,1.4442,553.1,17.61,0.93,640
1987-5-2,0,3.600381475,1.3875,461.77,19.14,8,1080
1987-5-3,7.99,3.75415056,1.3309,344.06,20.5,9.33,1186.55
1987-5-4,26,2.850803919,1.8406,264.59,13.86,6.52,961.35
1987-5-5,5.7,2.846105568,3.0865,273.53,13.44,5.94,920
1987-5-6,0,4.024222868,2.86,532.32,20.5,5.34,907.09
1987-5-7,0,4.468711164,2.2937,514.94,24.5,9.65,1211.91
1987-5-8,1,3.93185984,1.9255,473.26,20.81,8.93,1154.67
1987-5-9,0,4.478454337,1.6707,560.12,23.12,4.5,840.34
1987-5-10,0,5.134523822,1.5008,537.07,28.63,10.66,1292.47
1987-5-11,0,5.047561226,1.3875,501.49,28.73,13.71,1576.73
1987-5-12,7.05,4.872320354,1.2743,342.92,28.5,16,1800
1987-5-13,0,4.077577995,1.2743,466.29,21.44,9.68,1214.19
1987-5-14,0,3.907627937,1.2176,500.23,18.96,6.05,932.02
1987-5-15,2.08,3.781560327,1.1893,385.01,20.56,11.5,1360
1987-5-16,0,3.80807905,1.2176,461.18,18.63,7.26,1020.55
1987-5-17,0,4.805297162,1.161,526.62,25.17,9.06,1164.42
1987-5-18,0,5.753775824,1.1044,523.5,32.04,13.7,1575.99
1987-5-19,6.76,4.442103778,1.076,355.57,23.09,10,1240
1987-5-20,15,2.199971935,1.3026,104.5,12.5,9.66,1212.58
1987-5-21,6.88,4.035849952,1.6141,309.02,21,10.63,1290.13
1987-5-22,0,4.491337773,1.5291,442.6,24.04,12.26,1420.83
1987-5-23,0,4.952550161,1.3875,438.27,27.71,15.44,1754.87
1987-5-24,0,4.063293653,1.2459,348.3,22.85,14.21,1616.61
1987-5-25,0,3.285872743,1.161,280.29,17.47,11,1320
1987-5-26,0,2.996215328,1.076,227.76,16.6,11.5,1360
1987-5-27,2.03,3.145330555,1.076,245.07,17.5,12,1400
1987-5-28,0,4.670301344,1.0477,440.74,25,13.21,1512.86
1987-5-29,0,5.897842824,0.9911,473.64,33.01,17.97,2075.53
1987-5-30,0,5.986084917,0.9345,452.4,34.02,19.72,2297.29
1987-5-31,0,5.715889232,0.8778,424.33,33.02,20.4,2384.2
1987-6-1,0,5.505697334,0.8212,411.89,31.87,20,2320
1987-6-2,10.11,5.076851952,0.8495,290.28,29.51,19.03,2204.46
1987-6-3,0,3.874879147,0.8495,273.45,23.49,16.96,1917.01
1987-6-4,10.01,3.696073338,0.8778,196.01,22.24,16.12,1818.95
1987-6-5,0.01,4.630473941,0.9911,390.52,25.85,15.96,1796.51
1987-6-6,0,4.876362551,0.9628,466.75,25.5,12.9,1471.84
1987-6-7,0,4.974603753,0.8778,491.28,25.5,11.7,1375.66
1987-6-8,0,5.61574228,0.8212,446.26,31.5,18.7,2152.14
1987-6-9,0,5.185686717,0.7929,415.63,29.5,18.53,2124.08
1987-6-10,0,5.0578785,0.7646,487.47,26.35,13.01,1483.52
1987-6-11,0,5.100274861,0.7646,544.7,25,8.25,1100.05
1987-6-12,0,4.864225763,0.7362,409.96,27.11,16.71,1896.75
1987-6-13,0,5.257721792,0.7646,413.46,30,19.05,2207.52
1987-6-14,0,5.385516523,0.7646,454.09,29.55,16.98,1927.12
1987-6-15,0,5.869283838,0.7362,445.33,33.07,20.01,2321.82
1987-6-16,1.32,5.261265796,0.7079,421.11,29.7,18.5,2120
1987-6-17,0,4.826826173,0.6796,423.93,26.48,15.92,1793.96
1987-6-18,0,5.502125449,0.6513,535.27,28.1,11.48,1357.61
1987-6-19,0,5.290186034,0.6513,458.7,28.63,16,1800
1987-6-20,0,5.713560916,0.623,442.51,32.03,19.28,2244.42
1987-6-21,11.27,5.047893119,0.623,273.93,29.86,20.4,2383.5
1987-6-22,0,4.96091283,0.6796,359.37,29.49,20.33,2373.6
1987-6-23,5.22,5.613353602,0.7362,329.4,31.5,19.06,2209.63
1987-6-24,0,4.997158452,0.7362,445.44,26.73,14.81,1690.15
1987-6-25,0,5.438818341,0.7079,501.51,28.29,13.1,1496.36
1987-6-26,0,4.641587929,0.6513,362.24,26.31,17,1920
1987-6-27,7.03,4.553299587,0.6513,235.63,27.52,19.54,2283.18
1987-6-28,0,5.005371288,0.623,437.88,26.99,15.16,1732.45
1987-6-29,0,5.176775554,0.5947,440.14,28.28,16.17,1827.92
1987-6-30,0,5.778737403,0.5663,425.84,33,20.5,2396.77
1987-7-1,11.65,5.417999003,0.5947,298.45,31.43,20.35,2376.53
1987-7-2,42.44,4.393598993,0.8495,211.57,28,21,2480
1987-7-3,0,5.054413336,1.076,337.67,31,22.01,2641.71
1987-7-4,0,5.07774971,1.0194,328.28,31.5,22.65,2744.01
1987-7-5,0,4.843550811,1.1044,355.67,28.75,19.5,2280.03
1987-7-6,0,4.589901809,0.9911,366.39,26.43,17.22,1954.74
1987-7-7,2.83,4.227641235,0.8212,266.88,25.17,17.48,1996.65
1987-7-8,15.09,5.072496852,0.7929,277.65,30.46,20.74,2438.45
1987-7-9,9.13,5.430410332,0.8212,280.27,33,22.72,2755.03
1987-7-10,0,5.130116356,0.7362,346.11,32,22.87,2779.61
1987-7-11,0,5.369785544,0.7362,385.84,32.53,22.15,2664.62
1987-7-12,0,5.035298955,0.7929,359.94,31.13,21.88,2620.02
1987-7-13,0,4.992734717,0.7079,357.75,31.01,21.88,2620.36
1987-7-14,13.65,4.952844053,0.7079,286.03,30.01,20.36,2377.43
1987-7-15,0,4.793157006,0.7646,453.94,26.52,14.89,1703.14
1987-7-16,0,4.587869592,0.7079,436.94,25.5,14.7,1671.99
1987-7-17,0,5.028508827,0.6513,504.58,26.99,12.72,1454.61
1987-7-18,0,5.512182847,0.5947,509.75,30.5,15,1664.77
1987-7-19,0,5.611603222,0.538,447.57,33,20.09,2334.58
1987-7-20,0,5.592086258,0.5097,430.16,33.5,21.24,2517.6
1987-7-21,0,5.952566888,0.4814,443.85,35.47,21.89,2602.26
1987-7-22,0,5.135441702,0.4814,369.4,32.38,22.5,2720
1987-7-23,0,5.354727835,0.4531,415.46,32.57,21,2480
1987-7-24,0,5.327091006,0.4248,400.15,32.98,21.91,2624.97
1987-7-25,0,5.365194953,0.4248,381.53,34.04,23.5,2880
1987-7-26,0,5.590959523,0.4248,417.69,34.5,22.38,2681.1
1987-7-27,0,5.101989125,0.4814,422.76,31,19.41,2251.38
1987-7-28,0,4.801195954,0.4531,400,29.57,19.11,2218.17
1987-7-29,0,4.857340703,0.4531,456.36,28.46,16,1785.27
1987-7-30,0,5.055524038,0.4248,484.52,29.33,15.23,1669.84
1987-7-31,0,4.710630597,0.4248,372.09,30.16,20.48,2396.65
1987-8-1,0,4.540996927,0.4248,384.74,28.44,18.54,2126.08
1987-8-2,0,4.59298136,0.4248,384.53,29,18.98,2196.83
1987-8-3,0,5.08949751,0.3964,368.61,33.48,23.17,2784.4
1987-8-4,0,5.013898192,0.3964,382.79,32.64,22,2548.81
1987-8-5,13.99,5.099265523,0.3964,294.05,32.99,21.74,2598.45
1987-8-6,28.44,3.874465379,0.4814,219.39,26.49,19.35,2256.53
1987-8-7,0,4.284648381,0.538,402.67,26.5,16,1800
1987-8-8,0,4.643346738,0.5097,391.65,30,19.28,2244.62
1987-8-9,0,4.298389284,0.4531,300.52,30.52,22.64,2742.51
1987-8-10,0,4.595424636,0.4248,355.33,31.15,21.48,2556.23
1987-8-11,0,4.638717734,0.4248,459.8,28.58,15.09,1692.23
1987-8-12,0,4.305781521,0.3964,419.43,27,15.5,1760
1987-8-13,0,4.175276204,0.3964,432.71,25.65,13.73,1577.78
1987-8-14,0,4.266212824,0.3681,419.58,27,15.35,1748.33
1987-8-15,0,4.31653726,0.3681,357.19,29.5,19.73,2298.63
1987-8-16,0,4.519300706,0.3681,406.03,30,18.38,2110
1987-8-17,0,4.650391959,0.3681,365.73,32.5,22,2640
1987-8-18,0,5.000785115,0.3398,400.28,34.35,22,2627.02
1987-8-19,0,4.58095929,0.3398,414.55,31.02,18.88,2130.67
1987-8-20,0,4.606541727,0.3398,434.03,31,18.01,1968.64
1987-8-21,0,4.506820177,0.3115,471.51,29.5,14.66,1556.41
1987-8-22,4.08,3.818091134,0.3115,241.53,27.72,19.25,2239.55
1987-8-23,0,3.671729675,0.3398,338.53,26,17.26,1961.12
1987-8-24,0,3.917536366,0.3398,471.58,25,10.85,1255.25
1987-8-25,0,3.887874854,0.3115,469.79,25,10.8,1254.98
1987-8-26,0,3.841743968,0.3115,437.95,25.5,12.76,1455.91
1987-8-27,3,4.237616127,0.3398,302.89,30.13,17.91,2064.41
1987-8-28,2.89,3.731110839,0.3681,265.31,27.52,18.16,2092.2
1987-8-29,0,3.711351554,0.3681,355.76,27.24,17.5,2000
1987-8-30,0,3.74500195,0.3398,435.63,25.72,12.76,1460.83
1987-8-31,0,3.696943816,0.3398,455.14,25.1,11,1298.89
1987-9-1,9.24,3.528371936,0.3681,295.21,25.02,13.79,1583.59
1987-9-2,0,3.790092103,0.3681,464.1,26.43,11.03,1292.19
1987-9-3,0,3.48237028,0.3398,394.78,25,13.42,1545.76
1987-9-4,0,3.447370158,0.3398,428.33,24.21,11.06,1315.74
1987-9-5,0,3.292176196,0.3115,386.78,23.67,12.3,1424.37
1987-9-6,0,3.200835232,0.3398,287.01,25.81,17.75,2039.94
1987-9-7,0,3.327671836,0.3398,268.23,28.23,20.5,2400.49
1987-9-8,3.69,2.95287804,0.3398,155.23,27,21.21,2514.3
1987-9-9,0,3.466036346,0.3398,312.09,28.8,19.5,2280
1987-9-10,0,3.510232368,0.3398,352.24,28.5,17.74,2038.45
1987-9-11,0,3.462373201,0.3115,366.05,28,16.67,1893.36
1987-9-12,0,2.777786446,0.3398,207.12,26.09,20.38,2380.2
1987-9-13,12.28,2.278597795,0.3964,97.35,24.83,21.42,2546.69
1987-9-14,0,3.347562013,0.3964,347.15,28.41,17.89,2062.8
1987-9-15,0,3.238153037,0.3681,372.39,27,15.55,1763.74
1987-9-16,0,3.169427188,0.3398,336.33,27.43,17.36,1978.03
1987-9-17,0,2.902371765,0.3398,246.61,27.63,20.65,2424.4
1987-9-18,17.98,2.981820597,0.4814,227.62,27,18.26,2100.6
1987-9-19,14.74,2.475929573,0.6796,204.78,21.9,14.72,1675.66
1987-9-20,0,1.958937102,0.7362,178.93,18.22,13.93,1594.32
1987-9-21,0,2.467962077,0.5663,304.46,21.74,13.72,1577.59
1987-9-22,9.69,2.644743215,0.5663,265.12,23.23,13.16,1504.9
1987-9-23,0,2.690384719,0.623,399.65,23.35,10.9,1312.06
1987-9-24,0,2.707975499,0.5097,379.32,24.34,12.77,1461.78
1987-9-25,0,2.479757561,0.3964,386.72,21.63,9.98,1238.56
1987-9-26,0,2.575717086,0.3681,447.66,23,5.53,919.7
1987-9-27,0,2.647297167,0.3681,402.9,24.5,10.66,1292.43
1987-9-28,0,2.776969351,0.3681,385.49,26.76,13.31,1529.91
1987-9-29,0,2.703134871,0.3681,377.97,26.37,13.34,1534.82
1987-9-30,8.77,2.296285359,0.3681,215.4,23,14.72,1675.18
1987-10-1,0,2.103147498,0.3681,333.9,19.5,9.72,1217.51
1987-10-2,0,2.230986509,0.3681,411.53,21.19,6.22,937.78
1987-10-3,18.59,2.212998549,0.3964,288.06,21.5,8.42,1113.8
1987-10-4,14.88,1.694684716,0.5947,250.27,13.91,4.37,829.25
1987-10-5,0,1.997421504,0.5947,405.29,19.17,4.29,822.8
1987-10-6,0,2.098249659,0.5097,382.35,21.34,7.59,1046.93
1987-10-7,10.81,1.993839183,0.538,245.73,20.5,9.92,1233.9
1987-10-8,0,1.741844344,0.5097,338.13,16.5,5.58,915.55
1987-10-9,0,1.627306516,0.4814,371.7,14.76,1.73,698.26
1987-10-10,0,1.921650199,0.4248,348.93,20.69,8.16,1093.19
1987-10-11,0,1.924162821,0.4248,352.1,21.32,8.23,1098.01
1987-10-12,0,1.451235752,0.4248,263.73,13.5,5.35,908.17
1987-10-13,0,1.458405536,0.3964,321.29,13.62,2.6,732.58
1987-10-14,0,1.500187985,0.3964,345.95,15.1,2.25,720
1987-10-15,0,1.606209502,0.3964,385.61,19,1.18,658.38
1987-10-16,0,1.661848748,0.3681,380.35,21,2.67,733.91
1987-10-17,0,1.657463052,0.3964,349.55,20.59,5.24,899.44
1987-10-18,0,1.679387334,0.3964,302.17,21,8.78,1142.01
1987-10-19,0,1.561609334,0.3681,328.35,19.72,5.44,914.84
1987-10-20,0,1.563905856,0.3964,296.34,20.01,7.5,1040
1987-10-21,1,1.425362156,0.3964,252.56,17.5,7.5,1040
1987-10-22,0,1.247714169,0.3964,300.86,14.34,1.67,693.71
1987-10-23,0,1.295153139,0.3681,311.58,16.45,2.55,730.64
1987-10-24,0,1.38681132,0.3681,313.21,19.5,4.79,862.88
1987-10-25,0,1.28267037,0.3681,259.46,16.71,5.74,920
1987-10-26,0,1.107626929,0.3681,326.57,14.5,-1.25,560
1987-10-27,44.02,1.148764928,0.4531,255.21,17.79,-0.65,588.27
1987-10-28,32.26,1.204260683,0.9911,180.42,16.5,6.24,939.22
1987-10-29,0,1.067444663,1.161,289.72,14.5,1.16,654.5
1987-10-30,0,1.024649831,0.9345,312.53,15.27,-0.7,584
1987-10-31,0,1.150064399,0.7079,268.62,17.85,4.99,879.26
